best_bid,best_ask,mid_price,spread,bid_volume,ask_volume,imbalance,timestamp
63790.97,63790.98,63790.975000000006,0.010000000002037268,6.34268,19.51535,-0.5094227982564798,2026-06-14 17:49:49.952157
63790.97,63790.98,63790.975000000006,0.010000000002037268,9.86351,11.25314,-0.06580731318651398,2026-06-14 17:49:55.574874
63787.93,63787.94,63787.935,0.010000000002037268,4.937990000000001,20.84455,-0.6169508512349829,2026-06-14 17:50:01.232512
63773.19,63773.2,63773.195,0.00999999999476131,15.830230000000002,11.405090000000001,0.16247798814186873,2026-06-14 17:50:06.838558
63776.38,63776.39,63776.384999999995,0.010000000002037268,14.520939999999998,10.274170000000002,0.1712744972698244,2026-06-14 17:50:12.498423
63776.38,63776.39,63776.384999999995,0.010000000002037268,5.7952699999999995,13.037670000000004,-0.3845602439130589,2026-06-14 17:50:18.143369
63776.38,63776.39,63776.384999999995,0.010000000002037268,5.77639,11.835180000000001,-0.34402327560802365,2026-06-14 17:50:23.784687
63776.39,63776.4,63776.395000000004,0.010000000002037268,11.786869999999999,8.36689,0.16969438953326818,2026-06-14 17:50:29.394067
63776.39,63776.4,63776.395000000004,0.010000000002037268,10.47358,41.49327,-0.596913032057937,2026-06-14 17:50:35.038633
63776.39,63776.4,63776.395000000004,0.010000000002037268,10.5427,40.463150000000006,-0.5866082027845826,2026-06-14 17:50:40.630849
63776.39,63776.4,63776.395000000004,0.010000000002037268,9.76453,37.255790000000005,-0.5846676500712884,2026-06-14 17:50:46.228339
63776.39,63776.4,63776.395000000004,0.010000000002037268,9.27098,39.00467999999999,-0.6159149351868001,2026-06-14 17:50:51.847284
63776.38,63776.39,63776.384999999995,0.010000000002037268,7.7224699999999995,43.13189,-0.6962907408528983,2026-06-14 17:50:57.459220
63776.38,63776.39,63776.384999999995,0.010000000002037268,9.862810000000001,41.68879999999999,-0.6173617080048517,2026-06-14 17:51:03.055640
63774.37,63774.38,63774.375,0.00999999999476131,10.77732,43.467000000000006,-0.6026378430036547,2026-06-14 17:51:09.100799
63774.37,63774.38,63774.375,0.00999999999476131,11.546029999999998,11.661259999999999,-0.004965250143381688,2026-06-14 17:51:14.697925
63783.66,63783.67,63783.665,0.00999999999476131,14.87064,6.638399999999999,0.3827339574430101,2026-06-14 17:51:20.381160
63757.1,63757.11,63757.104999999996,0.010000000002037268,7.538140000000001,17.91477,-0.4076795148373996,2026-06-14 17:51:25.992185
63760.29,63760.3,63760.295,0.010000000002037268,9.8834,14.623370000000001,-0.1934147176474093,2026-06-14 17:51:31.617176
63760.75,63760.76,63760.755000000005,0.010000000002037268,9.40794,14.345070000000002,-0.20785281528530494,2026-06-14 17:51:37.219329
